Response Sound,Response Date,Correct Response,Incorrect Response,Response Time,Room Encounterd In
fu,11/27/2021 14:41:21,1,0,9,Room13
no,11/27/2021 14:41:33,1,0,8,Room13
ni,11/27/2021 14:41:46,1,0,9,Room13
hi,11/27/2021 14:42:01,1,0,4,Room13
ni,11/27/2021 14:42:11,1,0,6,Room13
ho,11/27/2021 14:42:29,1,0,13,Room13
no,11/27/2021 14:44:22,1,0,49,Room13
he,11/27/2021 14:44:34,1,0,10,Room13
ha,11/27/2021 14:44:50,1,0,12,Room13
na,11/27/2021 14:45:04,0,1,10,Room13
ne,11/27/2021 14:45:21,0,1,12,Room13
ni,11/27/2021 14:45:52,1,0,23,Room13
fu,11/27/2021 14:46:02,1,0,7,Room13
ho,11/27/2021 14:47:19,1,0,41,Room13
he,11/27/2021 14:47:30,1,0,7,Room13
mi,11/27/2021 14:48:37,1,0,34,Room14
mo,11/27/2021 14:49:00,0,1,19,Room14
yu,11/27/2021 14:49:16,1,0,12,Room14
me,11/27/2021 14:49:34,0,1,14,Room14
me,11/27/2021 14:49:47,1,0,9,Room14
mo,11/27/2021 14:50:03,1,0,12,Room14
me,11/27/2021 14:50:15,1,0,8,Room14
yo,11/27/2021 14:50:29,1,0,10,Room14
mu,11/27/2021 14:50:43,0,1,10,Room14
mu,11/27/2021 14:50:56,1,0,9,Room14
yu,11/27/2021 14:51:12,1,0,12,Room14
mo,11/27/2021 14:51:24,1,0,8,Room14
me,11/27/2021 14:51:36,1,0,8,Room14
yu,11/27/2021 14:51:51,1,0,11,Room14
n,11/27/2021 14:52:38,1,0,39,Room15
ru,11/27/2021 14:52:52,1,0,10,Room15
wa,11/27/2021 14:53:08,1,0,12,Room15
ri,11/27/2021 14:53:20,1,0,8,Room15
ru,11/27/2021 14:53:40,1,0,16,Room15
ra,11/27/2021 14:53:51,1,0,7,Room15
ru,11/27/2021 14:54:04,1,0,9,Room15
ro,11/27/2021 14:54:21,1,0,13,Room15
wo,11/27/2021 14:54:42,1,0,17,Room15
ro,11/27/2021 14:54:57,1,0,11,Room15
ru,11/27/2021 14:55:08,1,0,9,Room15
wa,11/27/2021 14:55:21,1,0,9,Room15
ro,11/27/2021 14:55:31,1,0,6,Room15
ru,11/27/2021 14:55:45,1,0,10,Room15
wo,11/27/2021 14:56:04,1,0,15,Room15
ri,11/27/2021 14:56:15,1,0,7,Room15
ro,11/27/2021 14:56:29,1,0,10,Room15

