Response Sound,Response Date,Correct Response,Incorrect Response,Response Time,Room Encounterd In
re,11/27/2021 21:18:10,1,0,4,Room15
wa,11/27/2021 21:18:22,1,0,2,Room15
ru,11/27/2021 21:18:32,0,1,1,Room15
n,11/27/2021 21:18:41,1,0,0,Room15
ra,11/27/2021 21:18:52,0,1,1,Room15
ru,11/27/2021 21:19:03,0,1,1,Room15
ri,11/27/2021 21:19:13,1,0,1,Room15
ro,11/27/2021 21:19:26,0,1,1,Room15
n,11/27/2021 21:19:36,1,0,1,Room15
ro,11/27/2021 21:19:47,0,1,1,Room15
n,11/27/2021 21:20:16,0,1,1,Room15
wo,11/27/2021 21:20:26,1,0,1,Room15
ru,11/27/2021 21:20:38,1,0,1,Room15
wo,11/27/2021 21:20:52,1,0,5,Room15
wa,11/27/2021 21:21:03,1,0,1,Room15
ri,11/27/2021 21:21:15,0,1,1,Room15
wo,11/27/2021 21:21:25,0,1,1,Room15
ro,11/27/2021 21:21:37,0,1,1,Room15
ya,11/27/2021 21:22:28,0,1,1,Room14
yo,11/27/2021 21:22:38,1,0,1,Room14
mi,11/27/2021 21:22:55,1,0,0,Room14
yu,11/27/2021 21:23:09,1,0,1,Room14
ma,11/27/2021 21:23:21,0,1,2,Room14
mu,11/27/2021 21:23:50,1,0,2,Room14
me,11/27/2021 21:25:08,1,0,1,Room14
mi,11/27/2021 21:25:17,0,1,1,Room14
mo,11/27/2021 21:25:28,0,1,1,Room14
u,11/27/2021 21:26:58,0,1,1,Room11
ka,11/27/2021 21:27:08,1,0,1,Room11
a,11/27/2021 21:27:17,1,0,1,Room11
ke,11/27/2021 21:27:27,1,0,1,Room11
ko,11/27/2021 21:27:39,0,1,1,Room11
ke,11/27/2021 21:27:50,1,0,1,Room11
ku,11/27/2021 21:28:05,1,0,1,Room11
ka,11/27/2021 21:28:17,0,1,1,Room11
u,11/27/2021 21:28:30,1,0,1,Room11
o,11/27/2021 21:28:41,1,0,1,Room11
tsu,11/27/2021 21:29:36,1,0,1,Room12
shi,11/27/2021 21:29:48,0,1,1,Room12
ta,11/27/2021 21:29:58,1,0,1,Room12
to,11/27/2021 21:30:11,0,1,1,Room12
ta,11/27/2021 21:30:22,1,0,1,Room12
tsu,11/27/2021 21:30:33,1,0,1,Room12
so,11/27/2021 21:30:44,0,1,1,Room12
to,11/27/2021 21:30:55,1,0,1,Room12
chi,11/27/2021 21:31:05,1,0,1,Room12
so,11/27/2021 21:31:16,1,0,1,Room12
no,11/27/2021 21:31:38,0,1,1,Room13
ne,11/27/2021 21:31:50,1,0,1,Room13
no,11/27/2021 21:31:59,1,0,1,Room13
ni,11/27/2021 21:32:10,1,0,1,Room13
ho,11/27/2021 21:32:22,1,0,2,Room13
ha,11/27/2021 21:32:34,0,1,1,Room13
hi,11/27/2021 21:32:43,1,0,1,Room13
no,11/27/2021 21:32:55,1,0,2,Room13
ni,11/27/2021 21:33:05,1,0,1,Room13
fu,11/27/2021 21:33:16,0,1,1,Room13

